,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_66,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_67,3570,3194,7920,3223,5693,895,7914,3188,3570,7384,7920,7719,5693,895,7914,3209,6486,5278,7603,3188,6506,3188,7582,3188,6486,4871,7603,3148,4545,895,7868,3188,3570,3194,7920,3223,5693,3283,7914,3148,3570,7758,7920,7719,5693,7926,7914,7768,6486,5278,5295,895,6506,3189,7326,3188,6486,2760,5295,3107,6766,5003,8041,3188,3570,6748,7920,6203,5693,895,6399,895,3570,8679,7920,8180,5693,895,6399,895,6486,6275,7603,2625,6550,2167,7872,3188,6486,8214,7603,880,4545,895,5295,3188,3570,6913,7920,3220,5693,7844,6632,937,3570,8657,7920,4268,5693,8209,6841,6897,6486,6275,5295,2058,6550,6292,5681,3188,6486,1373,5295,895,6883,5856,7580,3188,3570,8640,7920,8725,5693,8704,7914,6830,3570,7478,7920,7460,5693,6382,7914,6462,6486,8673,7603,6864,6506,6618,7708,895,6486,4169,7603,910,4545,895,7625,910,3570,8640,7920,7561,5693,7813,7914,5547,3570,7780,7920,7460,5693,4934,7914,4686,6486,7609,5295,1271,6506,5557,5352,1066,6486,637,5295,895,4545,895,5295,895,3570,7841,7920,2980,5693,7253,6399,895,3570,879,7920,895,5693,895,6399,895,6486,7595,7603,959,6550,7865,8082,895,6486,552,7603,895,4545,895,5295,895,3570,7657,7920,925,5693,5475,6399,895,3570,552,7920,895,5693,895,6399,895,6486,7595,5295,895,6550,5339,5295,895,6486,552,5295,895,4545,895,5295,895
auto_68,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_69,988,993,1062,1066,1089,944,1107,586,988,4725,1062,4981,1089,991,1071,1143,1124,1125,3607,586,1127,586,3542,586,1124,3191,3607,3110,981,957,6493,635,988,993,1062,1066,1089,1106,1107,1065,988,4316,1062,4981,1089,6176,1071,4979,1124,1125,887,944,1127,1065,6375,586,1124,2417,887,1322,2575,1304,3701,635,988,4517,1062,3140,1089,919,1012,968,988,6790,1062,7008,1089,772,1012,998,1124,5027,3607,3099,1142,1009,6421,610,1124,7278,3607,1161,981,924,887,647,988,4904,1062,2000,1089,6388,2207,1318,988,6315,1062,4351,1089,5760,3546,4695,1124,5027,887,1215,1142,4994,3459,610,1124,4343,887,1037,3912,4492,4170,647,988,6944,1062,7371,1089,907,1107,5182,988,6670,1062,4806,1089,866,1071,2929,1124,8102,3607,7094,1127,5355,4452,5019,1124,3535,3607,4509,981,918,5553,4329,988,6944,1062,4829,1089,4182,1107,4744,988,4063,1062,4806,1089,4518,1071,2794,1124,4188,887,1006,1127,4805,1017,582,1124,467,887,461,981,461,887,461,988,7017,1062,3479,1089,1005,1012,917,988,844,1062,466,1089,461,1012,461,1124,4164,3607,4500,1142,5153,5548,4281,1124,466,3607,461,981,461,887,461,988,4655,1062,468,1089,4999,1012,461,988,466,1062,466,1089,461,1012,461,1124,4164,887,461,1142,4954,887,461,1124,466,887,461,981,461,887,461
auto_70,754,1012,754,753,459,459,837,753,754,1446,754,1187,459,459,833,593,754,841,2500,753,754,753,2522,753,754,1378,2500,934,459,459,1186,753,754,1012,754,753,459,753,837,753,754,1897,754,1187,459,1019,833,1187,754,841,459,459,754,752,1225,753,754,1209,459,660,459,964,459,753,754,971,754,969,459,459,459,459,754,945,754,1701,459,459,459,459,754,956,2500,752,754,753,1180,753,754,1359,2500,675,459,459,459,753,754,1780,754,459,459,850,459,915,754,1684,754,967,459,659,459,897,754,956,459,750,754,955,466,753,754,849,459,459,459,917,2351,753,754,2598,754,2387,459,459,837,1340,754,2939,754,1480,459,459,833,1381,754,2184,2500,917,754,1182,459,459,754,758,2500,516,459,459,459,459,754,2598,754,1411,459,459,837,533,754,1559,754,1480,459,1197,833,1257,754,1043,459,459,754,459,459,459,754,461,459,459,459,459,459,459,754,979,754,477,459,459,459,459,754,677,754,459,459,459,459,459,754,1043,2500,516,754,852,574,516,754,461,2500,459,459,459,459,459,754,671,754,459,459,537,459,459,754,461,754,459,459,459,459,459,754,1043,459,459,754,823,459,459,754,461,459,459,459,459,459,459
auto_71,586,1012,1059,1066,944,944,1218,586,586,4734,1059,4981,944,991,1096,1143,1108,1125,3552,586,1179,586,3484,586,1108,3191,3552,3110,982,957,6433,635,586,1012,1059,1066,944,1117,1218,1065,586,4659,1059,4981,944,6537,1096,4979,1108,1125,872,944,1179,1065,6328,586,1108,2417,872,1322,2145,1304,3644,635,586,4496,1059,3140,944,919,981,968,586,7299,1059,7008,944,772,981,998,1108,5027,3552,3099,1158,1009,6372,610,1108,7278,3552,1161,982,924,872,647,586,4982,1059,2000,944,6901,2127,1318,586,6766,1059,4351,944,5760,3460,4695,1108,5027,872,1215,1158,4994,3430,610,1108,4343,872,1037,3488,4492,4120,647,586,7181,1059,7371,944,1490,1218,5182,586,6769,1059,4806,944,866,1096,2929,1108,8102,3552,7094,1179,5355,4407,5019,1108,3535,3552,4509,982,918,5505,4329,586,7181,1059,4829,944,6206,1218,4744,586,4213,1059,4806,944,4518,1096,2794,1108,4188,872,1006,1179,4805,993,582,1108,467,872,461,982,461,872,461,586,7077,1059,3479,944,995,981,917,586,844,1059,466,944,461,981,461,1108,4164,3552,4500,1158,5153,5514,4281,1108,466,3552,461,982,461,872,461,586,4806,1059,468,944,4765,981,461,586,466,1059,466,944,461,981,461,1108,4164,872,461,1158,4954,872,461,1108,466,872,461,982,461,872,461
auto_72,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_73,8033,4247,7832,3763,7806,895,7959,3289,8033,6929,7832,7032,7806,895,7840,4093,7841,3762,7871,3289,7958,3289,7849,3289,7841,5259,7871,3217,8777,895,8131,3289,8033,4247,7832,3763,7806,4089,7959,3288,8033,6935,7832,7032,7806,7799,7840,7053,7841,3762,8586,895,7958,3288,7974,3289,7841,2849,8586,3145,7867,3763,8955,3289,8033,6915,7832,5242,7806,895,8776,895,8033,8232,7832,7896,7806,895,8776,895,7841,7080,7871,3215,7819,4084,8095,3289,7841,7913,7871,903,8777,895,8586,3289,8033,7183,7832,2809,7806,7828,7864,3775,8033,8390,7832,2270,7806,8214,7856,7021,7841,7080,8586,3153,7819,7128,8843,3289,7841,2266,8586,895,7893,6897,8022,3289,8033,7587,7832,7869,7806,7321,7959,6251,8033,7374,7832,7265,7806,6348,7840,6992,7841,8134,7871,6823,7958,6278,7992,895,7841,4480,7871,801,8777,895,2308,770,8033,7587,7832,7260,7806,7409,7959,5182,8033,7452,7832,7265,7806,4380,7840,4979,7841,7540,8586,1456,7958,4793,8584,1132,7841,620,8586,895,8777,895,8586,895,8033,7435,7832,4493,7806,6367,8776,895,8033,902,7832,552,7806,895,8776,895,7841,7520,7871,801,7819,7121,2304,770,7841,552,7871,895,8777,895,8586,895,8033,7475,7832,620,7806,4101,8776,895,8033,552,7832,552,7806,895,8776,895,7841,7520,8586,895,7819,5100,8586,895,7841,552,8586,895,8777,895,8586,895
auto_74,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_75,7556,1533,7324,1077,7481,895,7336,1063,7556,4956,7324,5016,7481,895,7463,1063,7586,4939,7927,1063,7577,1063,7933,1063,7586,2895,7927,1064,8407,895,8077,1063,7556,1533,7324,1077,7481,1688,7336,1064,7556,6139,7324,5016,7481,7688,7463,5317,7586,4939,7992,895,7577,1061,6639,1063,7586,2956,7992,1064,7650,4841,8568,1063,7556,7995,7324,6267,7481,895,8382,895,7556,8294,7324,7954,7481,895,8382,895,7586,7506,7927,1072,6263,732,8166,1063,7586,7746,7927,982,8407,895,7992,1063,7556,6505,7324,2248,7481,7600,7660,1237,7556,8364,7324,1275,7481,8260,7722,5149,7586,7506,7992,828,6263,7575,8877,1063,7586,1279,7992,895,7679,7289,8033,1063,7556,8527,7324,8253,7481,8863,7336,6407,7556,7546,7324,5121,7481,6461,7463,4890,7586,7360,7927,5193,7577,6395,8079,895,7586,3824,7927,770,8407,895,7445,770,7556,8527,7324,5371,7481,7352,7336,5171,7556,7849,7324,5121,7481,5619,7463,4592,7586,5932,7992,1456,7577,4816,8028,1067,7586,620,7992,895,8407,895,7992,895,7556,7443,7324,2072,7481,7216,8382,895,7556,983,7324,895,7481,895,8382,895,7586,5928,7927,923,6263,7315,2417,895,7586,552,7927,895,8407,895,7992,895,7556,7332,7324,950,7481,5242,8382,895,7556,552,7324,895,7481,895,8382,895,7586,5928,7992,895,6263,4732,7992,895,7586,552,7992,895,8407,895,7992,895
auto_76,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_77,906,1043,940,1124,867,1006,996,635,906,4811,940,5028,867,992,950,1155,976,1129,3739,635,1009,635,3653,635,976,3223,3739,1321,923,1006,5074,660,906,1043,940,1124,867,1119,996,1124,906,4810,940,5028,867,5727,950,5028,976,1129,925,1006,1009,1129,6425,635,976,1189,925,1334,2265,1342,3583,660,906,4500,940,3152,867,939,883,1018,906,7634,940,6000,867,775,883,1000,976,4969,3739,1247,985,1056,5071,647,976,6092,3739,1199,923,939,925,672,906,4792,940,1104,867,5750,2092,1363,906,6093,940,4564,867,6163,3197,4806,976,4969,925,1262,985,4968,3458,647,976,4604,925,1118,3281,5094,3360,672,906,6134,940,4167,867,893,996,4189,906,6099,940,461,867,914,950,461,976,3868,3739,7066,1009,4227,4794,4776,976,2001,3739,536,923,461,925,461,906,6134,940,470,867,4241,996,478,906,4112,940,461,867,4519,950,461,976,470,925,461,1009,475,925,461,976,461,925,461,923,461,925,461,906,6181,940,1991,867,914,883,461,906,820,940,461,867,461,883,461,976,461,3739,548,985,461,925,461,976,461,3739,461,923,461,925,461,906,4113,940,461,867,4539,883,461,906,466,940,461,867,461,883,461,976,461,925,461,985,461,925,461,976,461,925,461,923,461,925,461
auto_78,766,765,766,765,459,459,765,765,766,921,766,883,459,459,765,593,766,841,1600,765,766,765,1575,765,766,1461,1600,728,459,459,1115,765,766,765,766,765,459,766,765,765,766,1598,766,883,459,1292,765,883,766,841,459,459,766,763,713,765,766,586,459,663,459,832,459,765,766,770,766,969,459,459,459,459,766,825,766,1574,459,459,459,459,766,972,1600,763,766,764,1266,765,766,1217,1600,461,459,459,459,765,766,1345,766,459,459,962,459,760,766,1644,766,728,459,518,459,750,766,972,459,762,766,971,467,765,766,790,459,459,459,956,1640,765,766,1968,766,947,459,459,765,1141,766,3116,766,703,459,459,765,703,766,718,1600,817,766,1271,459,459,766,611,1600,463,459,459,459,459,766,1968,766,703,459,459,765,461,766,1600,766,703,459,1654,765,701,766,581,459,459,766,459,459,459,766,461,459,459,459,459,459,459,766,702,766,475,459,459,459,459,766,461,766,459,459,459,459,459,766,581,1600,461,766,537,461,461,766,461,1600,459,459,459,459,459,766,677,766,459,459,527,459,459,766,461,766,459,459,459,459,459,766,581,459,459,766,533,459,459,766,461,459,459,459,459,459,459
auto_79,953,1043,972,1124,994,1006,1025,635,953,4811,972,5028,994,992,986,1155,1157,1129,3683,635,1034,635,3597,635,1157,3223,3683,1321,994,1006,5045,660,953,1043,972,1124,994,1119,1025,1124,953,4810,972,5028,994,5727,986,5028,1157,1129,917,1006,1034,1129,6391,635,1157,1189,917,1334,2282,1342,3561,660,953,4500,972,3152,994,939,917,1018,953,7634,972,6000,994,775,917,1000,1157,4969,3683,1247,1174,1056,5045,647,1157,6092,3683,1199,994,939,917,672,953,4792,972,1104,994,5750,2120,1363,953,6093,972,4564,994,6163,3234,4806,1157,4969,917,1262,1174,4968,3438,647,1157,4604,917,1118,3241,5094,3329,672,953,6134,972,4167,994,893,1025,4189,953,6099,972,461,994,914,986,461,1157,3868,3683,7066,1034,4227,4743,4776,1157,2001,3683,536,994,461,917,461,953,6134,972,470,994,4241,1025,478,953,4112,972,461,994,4519,986,461,1157,470,917,461,1034,475,917,461,1157,461,917,461,994,461,917,461,953,6181,972,1991,994,914,917,461,953,820,972,461,994,461,917,461,1157,461,3683,548,1174,461,917,461,1157,461,3683,461,994,461,917,461,953,4113,972,461,994,4539,917,461,953,466,972,461,994,461,917,461,1157,461,917,461,1174,461,917,461,1157,461,917,461,994,461,917,461
auto_80,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_81,5829,945,5803,931,8135,895,5867,1133,5829,7687,5803,7597,8135,895,5854,1021,7076,1105,8205,1133,7788,1133,8211,1133,7076,2616,8205,1133,6731,895,8318,1133,5829,945,5803,931,8135,1007,5867,1133,5829,7765,5803,7597,8135,7722,5854,7701,7076,1105,5897,895,7788,1134,7346,1133,7076,2705,5897,1051,8540,1199,7997,1133,5829,5354,5803,3025,8135,895,7277,895,5829,8661,5803,7863,8135,895,7277,895,7076,4927,8205,1134,7052,1133,8132,1133,7076,8107,8205,944,6731,895,5897,1133,5829,5726,5803,2284,8135,7804,7754,937,5829,8609,5803,1088,8135,8268,7849,4086,7076,4927,5897,1134,7052,4757,6602,1133,7076,1413,5897,895,8495,4246,8116,1133,5829,8387,5803,7366,8135,4692,5867,6716,5829,7276,5803,7388,8135,6382,5854,6235,7076,7270,8205,6001,7788,6733,8265,895,7076,4101,8205,980,6731,895,6978,895,5829,8387,5803,6591,8135,7670,5867,5217,5829,7413,5803,7388,8135,4676,5854,4527,7076,5918,5897,1382,7788,5605,5900,1053,7076,956,5897,895,6731,895,5897,895,5829,8058,5803,2837,8135,1520,7277,895,5829,945,5803,552,8135,895,7277,895,7076,5882,8205,931,7052,6294,7275,931,7076,895,8205,895,6731,895,5897,895,5829,7174,5803,595,8135,5227,7277,895,5829,552,5803,552,8135,895,7277,895,7076,5882,5897,895,7052,4560,5897,895,7076,895,5897,895,6731,895,5897,895
auto_82,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_83,3500,945,3403,3223,5993,895,3402,895,3500,7607,3403,7238,5993,895,3402,895,7404,1105,7935,895,7388,895,7924,895,7404,4916,7935,895,4705,895,8368,895,3500,945,3403,3223,5993,1007,3402,895,3500,7299,3403,7238,5993,7860,3402,7266,7404,1105,4843,895,7388,895,4843,895,7404,2685,4843,895,7121,1199,7564,895,3500,5354,3403,3024,5993,895,6211,895,3500,8431,3403,8214,5993,895,6211,895,7404,4805,7935,895,7388,895,8093,895,7404,8376,7935,944,4705,895,4843,895,3500,7752,3403,2750,5993,8067,5218,937,3500,8592,3403,1298,5993,7901,7025,6275,7404,4805,4843,895,7388,4800,5895,895,7404,1278,4843,895,7270,4246,7854,895,3500,8231,3403,8711,5993,7228,3402,6881,3500,7319,3403,6263,5993,6382,3402,6235,7404,7787,7935,5731,7388,6767,7952,895,7404,4126,7935,895,4705,895,6722,895,3500,8231,3403,6316,5993,7658,3402,4753,3500,7480,3403,6263,5993,4609,3402,4527,7404,6284,4843,1382,7388,4802,4842,1053,7404,956,4843,895,4705,895,4843,895,3500,7982,3403,2987,5993,6339,6211,895,3500,945,3403,895,5993,895,6211,895,7404,6250,7935,895,7388,6259,6652,895,7404,895,7935,895,4705,895,4843,895,3500,7411,3403,925,5993,4560,6211,895,3500,552,3403,895,5993,895,6211,895,7404,6250,4843,895,7388,4560,4843,895,7404,895,4843,895,4705,895,4843,895
auto_84,834,835,834,984,459,459,834,832,834,836,834,832,459,459,834,832,834,832,843,832,834,832,840,832,834,832,843,830,459,459,1135,832,834,835,834,984,459,833,834,830,834,832,834,832,459,758,834,831,834,832,459,459,834,832,776,832,834,459,459,828,459,826,470,832,834,821,834,766,459,459,459,459,834,875,834,1034,459,459,459,459,834,888,843,791,833,589,993,832,834,944,843,464,459,459,459,832,834,853,834,755,459,1017,459,828,834,886,834,815,459,552,459,823,834,888,459,653,833,888,459,832,834,737,459,459,459,730,1171,832,834,850,834,897,459,459,834,910,834,675,834,744,459,459,834,651,834,904,843,769,834,651,459,459,834,481,843,464,459,459,464,464,834,850,834,744,459,459,834,459,834,573,834,744,459,544,834,645,834,1068,459,459,834,464,459,459,834,459,459,459,459,459,459,459,834,2983,834,614,459,459,459,459,834,464,834,461,459,459,459,459,834,983,843,467,833,982,459,459,834,459,843,459,459,459,459,459,834,1634,834,461,459,1740,459,459,834,461,834,461,459,459,459,459,834,983,459,459,833,885,459,459,834,459,459,459,459,459,459,459
auto_85,988,993,1175,1066,1089,944,1251,586,988,4799,1175,4955,1089,991,1209,1143,5651,1125,3607,586,6351,586,3542,586,5651,3191,3607,3110,981,957,6493,635,988,993,1175,1066,1089,1093,1251,1065,988,4859,1175,4955,1089,6170,1209,4951,5651,1125,887,944,6351,1065,6375,586,5651,2417,887,1322,2575,1304,3701,635,988,4471,1175,3140,1089,919,1012,968,988,7377,1175,6962,1089,772,1012,998,5651,5027,3607,3099,5660,1009,6421,610,5651,7278,3607,1161,981,924,887,647,988,4976,1175,2329,1089,6388,2207,1318,988,6760,1175,4328,1089,5760,3546,4695,5651,5027,887,1215,5660,4994,3459,610,5651,4343,887,1037,3912,4492,4170,647,988,7136,1175,7394,1089,917,1251,5174,988,6656,1175,4894,1089,878,1209,4480,5651,8102,3607,7094,6351,5355,4452,5019,5651,3535,3607,4509,981,918,5553,4329,988,7136,1175,4919,1089,4526,1251,4760,988,4220,1175,4894,1089,4145,1209,4312,5651,4188,887,1006,6351,4805,1017,582,5651,467,887,461,981,461,887,461,988,7236,1175,3465,1089,1005,1012,917,988,844,1175,466,1089,461,1012,461,5651,4164,3607,4500,5660,5153,5548,4281,5651,466,3607,461,981,461,887,461,988,4739,1175,468,1089,4999,1012,461,988,466,1175,466,1089,461,1012,461,5651,4164,887,461,5660,4954,887,461,5651,466,887,461,981,461,887,461
